nombre_ruta_semantica,cluster_fisico_id,hotspot_id,latitude,longitude,total_camiones,avg_permanencia_min,avg_conduccion_horas,avg_conduccion_post_horas,opportunity_score,top_3_origenes,top_3_destinos
Murcia - Covera - Murcia - Songonera la Seca,107,hs_1,37.97918166649245,-1.1542512174932587,2,11.1,0.2,0.2,0.048,"Murcia - Covera (2 camiones, 100.0%)","Murcia - Songonera la Seca (2 camiones, 100.0%)"
Murcia - Covera - Murcia - Songonera la Seca,108,hs_1,37.97918166649245,-1.1542512174932587,2,18.7,0.3,0.1,0.062,"Murcia - Covera (2 camiones, 100.0%)","Murcia - Songonera la Seca (2 camiones, 100.0%)"
Murcia - Covera - Murcia - Songonera la Seca,109,hs_1,37.97918166649245,-1.1542512174932587,2,20.2,0.2,0.1,0.057,"Murcia - Covera (2 camiones, 100.0%)","Murcia - Songonera la Seca (2 camiones, 100.0%)"
Murcia - Covera - Murcia - Songonera la Seca,110,hs_1,37.97918166649245,-1.1542512174932587,1,18.3,0.2,0.0,0.032,"Murcia - Covera (1 camiones, 100.0%)","Murcia - Songonera la Seca (1 camiones, 100.0%)"
Murcia - Covera - Murcia - Songonera la Seca,112,hs_0,37.87222609178602,-1.0917998074781925,1,414.0,0.3,0.6,0.32,"Murcia - Covera (1 camiones, 100.0%)","Murcia - Songonera la Seca (1 camiones, 100.0%)"
Murcia - Covera - Murcia - Songonera la Seca,112,hs_32,37.9530069,-1.2971599,1,299.8,0.6,0.4,0.34,"Murcia - Covera (1 camiones, 100.0%)","Murcia - Songonera la Seca (1 camiones, 100.0%)"
Murcia - Covera - Murcia - Songonera la Seca,113,hs_58,37.81313654814471,-0.9486781702226343,2,263.5,0.3,0.4,0.307,"Murcia - Covera (2 camiones, 100.0%)","Murcia - Songonera la Seca (2 camiones, 100.0%)"
Murcia - Covera - Murcia - Songonera la Seca,114,hs_1,37.97918166649245,-1.1542512174932587,2,160.7,0.3,0.1,0.204,"Murcia - Covera (2 camiones, 100.0%)","Murcia - Songonera la Seca (2 camiones, 100.0%)"
Murcia - Covera - Murcia - Songonera la Seca,115,hs_147,37.8357037,-0.7884493999999999,1,47.3,0.3,0.6,0.067,"Murcia - Covera (1 camiones, 100.0%)","Murcia - Songonera la Seca (1 camiones, 100.0%)"
Murcia - Covera - Murcia - Songonera la Seca,116,hs_20,37.6050074882613,-0.9822946155772079,1,431.2,0.6,0.9,0.34,"Murcia - Covera (1 camiones, 100.0%)","Murcia - Songonera la Seca (1 camiones, 100.0%)"
Murcia - Covera - Murcia - Songonera la Seca,116,hs_54,37.740480354603434,-0.9530494206505419,1,20.2,0.3,0.7,0.04,"Murcia - Covera (1 camiones, 100.0%)","Murcia - Songonera la Seca (1 camiones, 100.0%)"
Murcia - Covera - Valencia: Sagunto,1,hs_119,38.8238104,-0.8369752,1,45.1,1.8,1.2,0.165,"Murcia - Covera (1 camiones, 100.0%)","Valencia: Sagunto (1 camiones, 100.0%)"
Murcia - Covera - Valencia: Sagunto,1,hs_30,38.22691046070282,-1.3675796639146043,1,547.5,0.5,2.1,0.333,"Murcia - Covera (1 camiones, 100.0%)","Valencia: Sagunto (1 camiones, 100.0%)"
Murcia - Covera - Valencia: Sagunto,1,hs_68,37.70632733342683,-1.1020543693490668,1,105.4,0.2,2.8,0.119,"Murcia - Covera (1 camiones, 100.0%)","Valencia: Sagunto (1 camiones, 100.0%)"
Murcia - Covera - Valencia: Sagunto,1,hs_74,38.60849067469595,-1.1020331495945948,1,17.8,1.0,1.5,0.084,"Murcia - Covera (1 camiones, 100.0%)","Valencia: Sagunto (1 camiones, 100.0%)"
Murcia - Covera - Valencia: Sagunto,2,hs_124,38.1476402,-0.8643039000000001,1,92.1,0.7,2.1,0.139,"Murcia - Covera (1 camiones, 100.0%)","Valencia: Sagunto (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Madrid- Leganés,0,hs_1,37.97918166649245,-1.1542512174932587,2,144.1,0.1,3.8,0.174,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Madrid- Leganés (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Madrid- Leganés,0,hs_136,40.251140799999995,-3.7035333,1,27.1,3.8,0.1,0.28,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Madrid- Leganés (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Madrid- Leganés,0,hs_97,40.3312689,-3.5466546,1,179.6,3.7,0.4,0.426,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Madrid- Leganés (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Madrid- Leganés,1,hs_1,37.97918166649245,-1.1542512174932587,2,33.7,0.0,3.8,0.057,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Madrid- Leganés (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Madrid- Leganés,2,hs_1,37.97918166649245,-1.1542512174932587,1,60.1,0.1,4.0,0.067,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Madrid- Leganés (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Madrid- Leganés,2,hs_188,40.4485037,-3.5764804000000003,1,90.8,3.7,0.5,0.337,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Madrid- Leganés (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_0,37.87222609178602,-1.0917998074781925,7,80.6,0.4,0.2,0.248,"Murcia - Songonera la Seca (7 camiones, 100.0%)","Murcia - Covera (7 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_1,37.97918166649245,-1.1542512174932587,18,43.6,0.1,0.3,0.45,"Murcia - Songonera la Seca (18 camiones, 100.0%)","Murcia - Covera (18 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_10,37.619682559042715,-0.9576721890043246,4,57.9,0.6,0.3,0.168,"Murcia - Songonera la Seca (4 camiones, 100.0%)","Murcia - Covera (4 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_102,37.75452933228008,-1.0436462856836357,2,36.1,0.4,0.1,0.086,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_104,37.73343141239742,-1.0780376865366377,1,369.8,0.5,0.5,0.333,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_105,37.57331235770141,-0.9573680431495168,2,167.1,0.7,0.4,0.237,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_109,37.80240408693474,-0.8064883346716751,2,226.0,0.6,0.4,0.29,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_11,37.80561295795971,-0.8391029067357102,2,20.3,0.6,0.2,0.084,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_123,37.836208126839345,-1.1018347656187437,4,42.9,0.3,0.2,0.133,"Murcia - Songonera la Seca (4 camiones, 100.0%)","Murcia - Covera (4 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_128,37.82709941158428,-1.136564050046288,5,17.5,0.3,0.1,0.132,"Murcia - Songonera la Seca (5 camiones, 100.0%)","Murcia - Covera (5 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_130,37.6255874,-1.0011903,1,321.1,0.6,0.4,0.34,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_133,37.72568435944662,-0.9449090598375106,1,559.3,0.5,0.2,0.333,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_134,38.042635290452964,-1.2454248542857145,1,72.2,0.3,0.4,0.092,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_137,37.77147135294118,-1.072579005882353,2,58.3,0.3,0.1,0.102,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_143,37.7481022,-1.1730015,1,113.9,0.6,0.4,0.154,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_146,38.0927522,-1.1711602,1,116.2,0.2,0.8,0.13,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_153,38.1165791,-1.2874639,1,67.3,0.3,0.5,0.087,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_155,37.8748857,-1.037109,1,45.0,0.3,0.2,0.065,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_16,38.08564812774411,-1.2283547885679742,4,97.2,0.2,0.6,0.181,"Murcia - Songonera la Seca (4 camiones, 100.0%)","Murcia - Covera (4 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_162,37.9809543,-1.2483806,1,29.2,0.2,0.4,0.043,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_165,38.0341019,-1.0870939,1,38.1,0.3,0.4,0.058,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_168,37.8891742,-0.9295339,1,245.4,0.6,0.4,0.285,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_169,38.0862773,-1.1594044,1,161.5,0.2,0.8,0.175,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_17,37.807002712240546,-1.0016995608631607,9,36.5,0.4,0.1,0.251,"Murcia - Songonera la Seca (9 camiones, 100.0%)","Murcia - Covera (9 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_170,38.06827383811818,-1.1992726715157356,2,19.7,0.2,0.5,0.057,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_18,37.654978508134924,-1.0145184432539682,2,75.5,0.5,0.3,0.132,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_180,37.7412083,-1.2190668,1,165.2,0.6,0.2,0.205,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_183,37.819275826372724,-1.0284178570787041,6,12.9,0.6,0.2,0.171,"Murcia - Songonera la Seca (6 camiones, 100.0%)","Murcia - Covera (6 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_189,38.0719193,-1.4472366000000003,1,102.1,0.5,0.6,0.135,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_19,37.85205178120245,-1.0301155863185825,4,142.7,0.3,0.2,0.233,"Murcia - Songonera la Seca (4 camiones, 100.0%)","Murcia - Covera (4 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_194,37.790193,-1.1223968,2,44.1,0.6,0.3,0.108,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_197,38.0934308,-1.2445605,1,31.8,0.3,0.7,0.052,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_2,37.99298723164696,-1.183471517368542,2,89.5,0.1,0.3,0.12,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_20,37.6050074882613,-0.9822946155772079,6,258.4,0.7,0.5,0.423,"Murcia - Songonera la Seca (6 camiones, 100.0%)","Murcia - Covera (6 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_200,37.8533067,-1.0574187,2,48.1,0.3,0.2,0.092,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_201,38.0149593,-1.0718057,2,279.5,0.2,0.4,0.316,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_208,37.827207,-1.2118268,1,158.6,0.5,0.3,0.192,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_24,38.05312440721142,-1.2077891582364577,2,158.7,0.1,0.6,0.189,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_25,37.754998515486726,-1.1071124053588988,1,11.6,0.4,0.2,0.038,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_28,37.7289038,-1.1158201,1,41.7,0.5,0.3,0.075,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_3,37.6719802,-0.9750797,2,43.0,0.6,0.2,0.107,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_33,38.05454035937909,-1.2278334475936905,2,42.1,0.1,0.5,0.072,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_34,37.81230689601693,-1.1324921859354042,3,29.5,0.5,0.5,0.11,"Murcia - Songonera la Seca (3 camiones, 100.0%)","Murcia - Covera (3 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_35,37.845952120730885,-1.1365858141545975,6,17.7,0.3,0.1,0.155,"Murcia - Songonera la Seca (6 camiones, 100.0%)","Murcia - Covera (6 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_37,37.7128461,-1.0034227,1,317.1,0.9,0.3,0.36,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_41,37.86604881403345,-1.1294690649560328,10,17.3,0.3,0.2,0.249,"Murcia - Songonera la Seca (10 camiones, 100.0%)","Murcia - Covera (10 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_42,37.89208408424453,-1.051619826966166,1,124.3,0.6,0.1,0.164,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_47,37.8137574734625,-1.0697241925006487,8,68.2,0.3,0.1,0.253,"Murcia - Songonera la Seca (8 camiones, 100.0%)","Murcia - Covera (8 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_49,37.81686685840163,-1.1684889095665665,9,84.1,0.3,0.2,0.292,"Murcia - Songonera la Seca (9 camiones, 100.0%)","Murcia - Covera (9 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_5,37.89289870210942,-1.1406663674192485,9,18.7,0.2,0.2,0.22,"Murcia - Songonera la Seca (9 camiones, 100.0%)","Murcia - Covera (9 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_50,38.02523979533528,-1.2427066276714414,3,83.0,0.1,0.5,0.137,"Murcia - Songonera la Seca (3 camiones, 100.0%)","Murcia - Covera (3 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_54,37.740480354603434,-0.9530494206505419,5,211.7,0.5,0.1,0.339,"Murcia - Songonera la Seca (5 camiones, 100.0%)","Murcia - Covera (5 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_55,37.967435323665846,-1.0817251355996105,5,27.2,0.1,0.4,0.128,"Murcia - Songonera la Seca (5 camiones, 100.0%)","Murcia - Covera (5 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_61,37.779322592103355,-1.1223765388794977,2,116.4,0.4,0.0,0.167,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_63,37.73957641660423,-1.2446096137576934,1,57.6,0.5,0.2,0.091,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_64,37.5779732,-0.9750099,1,157.1,0.7,0.8,0.204,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_66,37.83042044769337,-0.8682937096429213,1,81.0,0.5,0.4,0.114,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_67,37.7497627707199,-0.9766170957963042,6,80.8,0.5,0.1,0.232,"Murcia - Songonera la Seca (6 camiones, 100.0%)","Murcia - Covera (6 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_71,37.727588308780895,-1.1699777539724054,2,276.7,0.5,0.2,0.334,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_73,37.7581871,-0.9980506,1,74.2,0.6,0.4,0.114,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_8,37.86663488630916,-1.0160385033942787,2,51.9,0.5,0.1,0.109,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_96,37.742311,-0.8491083,1,74.6,0.6,0.6,0.115,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,0,hs_99,37.71036510733036,-1.0312249828975635,3,31.5,0.4,0.3,0.105,"Murcia - Songonera la Seca (3 camiones, 100.0%)","Murcia - Covera (3 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,1,hs_1,37.97918166649245,-1.1542512174932587,3,149.8,0.1,0.4,0.204,"Murcia - Songonera la Seca (3 camiones, 100.0%)","Murcia - Covera (3 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,1,hs_61,37.779322592103355,-1.1223765388794977,1,234.1,0.3,0.0,0.254,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,2,hs_1,37.97918166649245,-1.1542512174932587,1,14.1,0.2,0.4,0.027,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,2,hs_123,37.836208126839345,-1.1018347656187437,1,106.1,0.4,0.1,0.133,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,3,hs_1,37.97918166649245,-1.1542512174932587,5,79.1,0.1,0.3,0.18,"Murcia - Songonera la Seca (5 camiones, 100.0%)","Murcia - Covera (5 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,4,hs_1,37.97918166649245,-1.1542512174932587,2,34.7,0.1,0.3,0.065,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,5,hs_1,37.97918166649245,-1.1542512174932587,3,22.9,0.1,0.3,0.077,"Murcia - Songonera la Seca (3 camiones, 100.0%)","Murcia - Covera (3 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,5,hs_123,37.836208126839345,-1.1018347656187437,1,546.9,0.3,0.2,0.32,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,5,hs_41,37.86604881403345,-1.1294690649560328,1,15.0,0.3,0.2,0.035,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,6,hs_1,37.97918166649245,-1.1542512174932587,1,28.7,0.1,0.1,0.035,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,7,hs_11,37.80561295795971,-0.8391029067357102,2,43.6,0.9,0.2,0.127,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,7,hs_87,37.7589706987372,-0.8402967653763618,2,46.0,0.6,0.3,0.11,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,8,hs_0,37.87222609178602,-1.0917998074781925,1,35.2,0.4,0.1,0.062,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,8,hs_1,37.97918166649245,-1.1542512174932587,1,20.9,0.2,0.4,0.034,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,9,hs_20,37.6050074882613,-0.9822946155772079,2,124.6,0.8,0.2,0.201,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,10,hs_1,37.97918166649245,-1.1542512174932587,1,23.8,0.1,0.5,0.03,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,10,hs_34,37.81230689601693,-1.1324921859354042,1,89.8,0.3,0.3,0.11,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,10,hs_5,37.89289870210942,-1.1406663674192485,1,25.2,0.2,0.5,0.039,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,11,hs_81,37.61863245535591,-0.8780595720930232,1,374.0,0.7,0.6,0.347,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,12,hs_150,37.71305154236873,-1.1814960440101567,1,85.9,0.5,0.5,0.119,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,12,hs_167,37.7025874,-1.1505579,1,499.1,0.6,0.5,0.34,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,13,hs_199,37.7885647,-1.1111399,1,34.1,0.5,0.1,0.067,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,13,hs_93,37.79969835731319,-1.0801080918124004,1,109.5,0.4,0.0,0.136,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,14,hs_1,37.97918166649245,-1.1542512174932587,1,10.9,0.0,0.5,0.011,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,15,hs_82,37.603397377204175,-0.803742111513921,3,118.5,0.8,0.5,0.219,"Murcia - Songonera la Seca (3 camiones, 100.0%)","Murcia - Covera (3 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,16,hs_1,37.97918166649245,-1.1542512174932587,6,41.4,0.1,0.3,0.166,"Murcia - Songonera la Seca (6 camiones, 100.0%)","Murcia - Covera (6 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,17,hs_1,37.97918166649245,-1.1542512174932587,2,10.6,0.2,0.3,0.047,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,18,hs_1,37.97918166649245,-1.1542512174932587,6,104.7,0.1,0.4,0.229,"Murcia - Songonera la Seca (6 camiones, 100.0%)","Murcia - Covera (6 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,18,hs_146,38.0927522,-1.1711602,1,211.2,0.2,0.8,0.225,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,18,hs_17,37.807002712240546,-1.0016995608631607,1,10.1,0.4,0.1,0.037,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,18,hs_19,37.85205178120245,-1.0301155863185825,2,32.7,0.3,0.1,0.076,"Murcia - Songonera la Seca (2 camiones, 100.0%)","Murcia - Covera (2 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,18,hs_34,37.81230689601693,-1.1324921859354042,1,45.5,0.9,0.3,0.106,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,18,hs_42,37.89208408424453,-1.051619826966166,1,42.6,0.3,0.2,0.063,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,18,hs_55,37.967435323665846,-1.0817251355996105,6,35.6,0.1,0.3,0.16,"Murcia - Songonera la Seca (6 camiones, 100.0%)","Murcia - Covera (6 camiones, 100.0%)"
Murcia - Songonera la Seca - Murcia - Covera,18,hs_67,37.7497627707199,-0.9766170957963042,1,17.7,0.6,0.2,0.058,"Murcia - Songonera la Seca (1 camiones, 100.0%)","Murcia - Covera (1 camiones, 100.0%)"
