nombre_ruta_semantica,cluster_fisico_id,trafico_cluster,geometry
Murcia - Songonera la Seca - Murcia - Covera,73,2,"LINESTRING(-1.2107 37.9571, -1.2112 37.9564, -1.2113 37.9563, -1.2120 37.9560, -1.2124 37.9552, -1.2117 37.9550, -1.1974 37.9498, -1.1895 37.9395, -1.1397 37.8867, -1.1332 37.8811, -1.1253 37.8711, -1.1210 37.8653, -1.1161 37.8666, -1.1096 37.8673, -1.0807 37.8590, -1.0710 37.8547, -1.0486 37.8467, -1.0257 37.8354, -0.9977 37.8250, -0.9957 37.8240, -0.9914 37.8235, -0.9915 37.8222, -0.9960 37.8200, -0.9960 37.8200, -0.9918 37.8153, -0.9919 37.8153, -0.9912 37.8141, -0.9915 37.8137, -0.9915 37.8129, -0.9915 37.8117, -0.9922 37.8106, -0.9926 37.8096, -0.9929 37.8087, -0.9950 37.8086, -1.0020 37.8090, -1.0025 37.8092, -1.0027 37.8091, -1.0029 37.8091, -1.0038 37.8091, -1.0041 37.8092, -1.0071 37.8093, -1.0142 37.8082, -1.0186 37.8062, -1.0188 37.8062, -1.0190 37.8064, -1.0200 37.8076, -1.0208 37.8088, -1.0209 37.8089, -1.0211 37.8092, -1.0213 37.8101, -1.0214 37.8104, -1.0215 37.8106, -1.0216 37.8108, -1.0265 37.8140, -1.0273 37.8143, -1.0287 37.8151, -1.0300 37.8158, -1.0324 37.8169, -1.0469 37.8193, -1.0470 37.8193, -1.0477 37.8194, -1.0495 37.8196, -1.0583 37.8201, -1.0623 37.8201, -1.0689 37.8201, -1.0732 37.8183, -1.0749 37.8180, -1.0756 37.8181, -1.0760 37.8181, -1.0766 37.8179, -1.0769 37.8178, -1.0772 37.8178, -1.0774 37.8178, -1.0779 37.8180, -1.0782 37.8180, -1.0783 37.8181, -1.0784 37.8181, -1.0787 37.8183, -1.0796 37.8185, -1.0800 37.8184, -1.0804 37.8184, -1.0813 37.8184, -1.0820 37.8184, -1.0832 37.8183, -1.0872 37.8184, -1.0873 37.8184, -1.0878 37.8185, -1.0880 37.8187, -1.0920 37.8207, -1.0928 37.8209, -1.0999 37.8381, -1.1192 37.8618, -1.1332 37.8814, -1.1627 37.9096)"
Murcia - Songonera la Seca - Murcia - Covera,1,4,"LINESTRING(-1.1209 37.9392, -1.1215 37.9386, -1.1238 37.9403, -1.1254 37.9407, -1.1259 37.9414, -1.1261 37.9419, -1.1264 37.9423, -1.1272 37.9437, -1.1275 37.9441, -1.1276 37.9441, -1.1278 37.9441, -1.1282 37.9440, -1.1283 37.9440, -1.1286 37.9439, -1.1292 37.9437, -1.1294 37.9437, -1.1298 37.9436, -1.1301 37.9435, -1.1306 37.9432, -1.1310 37.9430, -1.1311 37.9429, -1.1312 37.9429, -1.1323 37.9424, -1.1326 37.9423, -1.1328 37.9422, -1.1339 37.9419, -1.1345 37.9417, -1.1358 37.9417, -1.1370 37.9417, -1.1373 37.9417, -1.1379 37.9417, -1.1381 37.9417, -1.1387 37.9417, -1.1392 37.9417, -1.1401 37.9415, -1.1403 37.9417, -1.1406 37.9417, -1.1412 37.9418, -1.1419 37.9418, -1.1423 37.9417, -1.1425 37.9418, -1.1426 37.9419, -1.1435 37.9424, -1.1442 37.9424, -1.1447 37.9423, -1.1452 37.9422, -1.1454 37.9421, -1.1457 37.9421, -1.1460 37.9421, -1.1463 37.9422, -1.1467 37.9422, -1.1469 37.9423, -1.1471 37.9423, -1.1473 37.9424, -1.1475 37.9425, -1.1477 37.9429, -1.1482 37.9429, -1.1503 37.9431, -1.1508 37.9429, -1.1513 37.9427, -1.1517 37.9426, -1.1568 37.9420, -1.1575 37.9420, -1.1577 37.9422, -1.1578 37.9425, -1.1581 37.9431, -1.1581 37.9435, -1.1583 37.9437, -1.1586 37.9439, -1.1588 37.9457, -1.1583 37.9463, -1.1583 37.9463, -1.1587 37.9463, -1.1589 37.9462, -1.1597 37.9453, -1.1609 37.9445, -1.1635 37.9441, -1.1652 37.9443, -1.1664 37.9445, -1.1737 37.9458, -1.1747 37.9460, -1.1752 37.9460, -1.1755 37.9462, -1.1759 37.9476, -1.1759 37.9488, -1.1763 37.9490, -1.1766 37.9491, -1.1773 37.9497, -1.1774 37.9499, -1.1828 37.9542, -1.1828 37.9542, -1.1774 37.9499, -1.1773 37.9497, -1.1766 37.9491, -1.1766 37.9488, -1.1762 37.9484, -1.1760 37.9481, -1.1759 37.9476, -1.1755 37.9462, -1.1757 37.9459, -1.1754 37.9450, -1.1753 37.9449, -1.1746 37.9430, -1.1744 37.9423, -1.1741 37.9414, -1.1739 37.9407, -1.1739 37.9403, -1.1738 37.9402, -1.1736 37.9400, -1.1734 37.9393, -1.1733 37.9388, -1.1732 37.9385, -1.1731 37.9382, -1.1730 37.9379, -1.1729 37.9375, -1.1729 37.9374, -1.1728 37.9371, -1.1728 37.9370, -1.1697 37.9285, -1.1696 37.9282, -1.1689 37.9268, -1.1688 37.9265, -1.1673 37.9238, -1.1694 37.9228, -1.1699 37.9226, -1.1694 37.9226, -1.1397 37.8867, -1.1332 37.8811, -1.1253 37.8711, -1.1081 37.8479, -1.1049 37.8432, -1.1048 37.8428, -1.1091 37.8293, -1.1222 37.8146, -1.1265 37.8115, -1.1265 37.8114, -1.1297 37.8089, -1.1302 37.8084, -1.1313 37.8075, -1.1336 37.8057, -1.1349 37.8051, -1.1351 37.8047, -1.1352 37.8045, -1.1355 37.8042, -1.1360 37.8042, -1.1362 37.8040, -1.1362 37.8039, -1.1362 37.8037, -1.1382 37.8022, -1.1387 37.8020, -1.1387 37.8019, -1.1388 37.8017, -1.1400 37.8008, -1.1402 37.8004, -1.1400 37.8003, -1.1389 37.7994, -1.1388 37.7991, -1.1385 37.7990, -1.1383 37.7989, -1.1407 37.7945, -1.1411 37.7944, -1.1413 37.7939, -1.1411 37.7936, -1.1399 37.7917, -1.1320 37.7806, -1.1271 37.7783, -1.1269 37.7782, -1.1267 37.7781, -1.1264 37.7779, -1.1257 37.7777, -1.1250 37.7776, -1.1247 37.7775, -1.1243 37.7777, -1.1240 37.7779, -1.1239 37.7779, -1.1236 37.7781, -1.1234 37.7782, -1.1233 37.7783, -1.1232 37.7784, -1.1229 37.7785, -1.1231 37.7791, -1.1232 37.7795, -1.1222 37.7793)"
Murcia - Covera - Murcia - Songonera la Seca,85,6,"LINESTRING(-1.1204 37.8661, -1.1166 37.8668, -1.1161 37.8669, -1.1158 37.8662, -1.1155 37.8662, -1.1144 37.8657, -1.1129 37.8647, -1.1063 37.8651, -1.1018 37.8659, -1.1014 37.8659, -1.0988 37.8665, -1.0807 37.8590, -1.0710 37.8547, -1.0486 37.8467, -1.0257 37.8354, -0.9977 37.8250, -0.9678 37.8179, -0.9503 37.8127, -0.9324 37.8151, -0.9128 37.8131, -0.8938 37.8112, -0.8909 37.8096, -0.8909 37.8095, -0.8909 37.8093, -0.8909 37.8090, -0.8909 37.8071, -0.8908 37.8065, -0.8905 37.8049, -0.8904 37.8046, -0.8904 37.8043, -0.8874 37.7989, -0.8869 37.7983, -0.8854 37.7965, -0.8850 37.7961, -0.8849 37.7959, -0.8843 37.7954, -0.8838 37.7947, -0.8836 37.7945, -0.8834 37.7944, -0.8832 37.7940, -0.8829 37.7938, -0.8821 37.7927, -0.8813 37.7918, -0.8813 37.7917, -0.8801 37.7903, -0.8800 37.7902, -0.8775 37.7885, -0.8763 37.7879, -0.8758 37.7876, -0.8758 37.7874, -0.8755 37.7873, -0.8755 37.7875, -0.8742 37.7887, -0.8719 37.7880, -0.8691 37.7879, -0.8691 37.7879, -0.8719 37.7880, -0.8742 37.7887, -0.8726 37.7910, -0.8723 37.7914, -0.8709 37.7930, -0.8705 37.7935, -0.8680 37.7961, -0.8678 37.7962, -0.8670 37.7970, -0.8656 37.7986, -0.8637 37.8005, -0.8631 37.8010, -0.8630 37.8011, -0.8619 37.8023, -0.8613 37.8030, -0.8604 37.8041, -0.8595 37.8052, -0.8590 37.8059, -0.8585 37.8065, -0.8575 37.8075, -0.8582 37.8075, -0.8601 37.8077, -0.8618 37.8079, -0.8623 37.8081, -0.8624 37.8081, -0.8874 37.8107, -0.9036 37.8123, -0.9259 37.8146, -0.9405 37.8161, -0.9596 37.8140, -1.0060 37.8303, -1.0214 37.8337, -1.0646 37.8519, -1.0835 37.8601, -1.1015 37.8678, -1.1184 37.8664, -1.1332 37.8814, -1.1627 37.9096, -1.1612 37.9202, -1.1542 37.9323, -1.1523 37.9360, -1.1520 37.9365, -1.1514 37.9369, -1.1513 37.9370, -1.1509 37.9371, -1.1508 37.9373, -1.1507 37.9373, -1.1493 37.9382, -1.1490 37.9385, -1.1486 37.9387, -1.1483 37.9390, -1.1479 37.9392, -1.1476 37.9394, -1.1477 37.9400, -1.1477 37.9401, -1.1478 37.9405, -1.1479 37.9409, -1.1480 37.9413, -1.1481 37.9418, -1.1474 37.9419, -1.1474 37.9419, -1.1463 37.9421, -1.1463 37.9422, -1.1467 37.9422, -1.1469 37.9423, -1.1471 37.9423, -1.1473 37.9424, -1.1475 37.9425, -1.1477 37.9429, -1.1482 37.9429, -1.1503 37.9431, -1.1508 37.9429, -1.1513 37.9427, -1.1517 37.9426, -1.1568 37.9420, -1.1575 37.9420, -1.1577 37.9422, -1.1578 37.9425, -1.1581 37.9431, -1.1581 37.9435, -1.1583 37.9437, -1.1586 37.9439, -1.1588 37.9457, -1.1583 37.9463, -1.1583 37.9463, -1.1587 37.9463, -1.1589 37.9462, -1.1597 37.9453, -1.1609 37.9445, -1.1635 37.9441, -1.1652 37.9443, -1.1664 37.9445, -1.1737 37.9458, -1.1747 37.9460, -1.1752 37.9460, -1.1755 37.9462, -1.1759 37.9476, -1.1759 37.9488, -1.1763 37.9490, -1.1766 37.9491, -1.1773 37.9497, -1.1774 37.9499, -1.1828 37.9542, -1.1832 37.9544)"
Murcia - Songonera la Seca - Murcia - Covera,15,3,"LINESTRING(-1.1217 37.9702, -1.1211 37.9705, -1.1212 37.9706, -1.1215 37.9707, -1.1218 37.9708, -1.1219 37.9710, -1.1221 37.9713, -1.1221 37.9714, -1.1223 37.9719, -1.1224 37.9720, -1.1225 37.9722, -1.1226 37.9724, -1.1228 37.9727, -1.1229 37.9732, -1.1231 37.9736, -1.1236 37.9754, -1.1241 37.9763, -1.1247 37.9767, -1.1251 37.9770, -1.1254 37.9772, -1.1254 37.9772, -1.1263 37.9776, -1.1274 37.9783, -1.1278 37.9786, -1.1282 37.9788, -1.1284 37.9790, -1.1286 37.9791, -1.1291 37.9798, -1.1302 37.9796, -1.1303 37.9794, -1.1306 37.9790, -1.1307 37.9790, -1.1309 37.9787, -1.1310 37.9786, -1.1313 37.9782, -1.1314 37.9781, -1.1316 37.9779, -1.1320 37.9775, -1.1322 37.9773, -1.1322 37.9772, -1.1324 37.9770, -1.1329 37.9765, -1.1330 37.9763, -1.1333 37.9763, -1.1335 37.9763, -1.1337 37.9763, -1.1343 37.9762, -1.1348 37.9761, -1.1351 37.9764, -1.1351 37.9764, -1.1355 37.9763, -1.1372 37.9762, -1.1375 37.9729, -1.1378 37.9682, -1.1452 37.9491, -1.1519 37.9384, -1.1595 37.9211, -1.1397 37.8867, -1.1332 37.8811, -1.1253 37.8711, -1.1081 37.8479, -1.0953 37.8259, -1.0860 37.8041, -1.0731 37.7759, -1.0628 37.7541, -1.0298 37.7247, -1.0199 37.6944, -1.0192 37.6897, -1.0147 37.6798, -1.0141 37.6787, -0.9692 37.6741, -0.9083 37.6656, -0.9023 37.6599, -0.8918 37.6551, -0.8859 37.6527, -0.8773 37.6399, -0.8563 37.6413, -0.8476 37.6416, -0.8412 37.6425, -0.8094 37.6346, -0.7968 37.6291, -0.7876 37.6256, -0.7853 37.6228, -0.7854 37.6225, -0.7951 37.6140, -0.7990 37.6120, -0.7992 37.6121, -0.7993 37.6119, -0.8071 37.6076, -0.8073 37.6075, -0.8075 37.6074, -0.8074 37.6074, -0.8082 37.6050, -0.8083 37.5998, -0.8062 37.5996, -0.8053 37.5986, -0.8050 37.5984, -0.8047 37.5983, -0.8013 37.5973, -0.8013 37.5973, -0.8047 37.5983, -0.8050 37.5984, -0.8053 37.5986, -0.8062 37.5996, -0.8083 37.5998, -0.8082 37.6050, -0.8074 37.6074, -0.8073 37.6075, -0.8071 37.6076, -0.7993 37.6119, -0.7990 37.6119, -0.7990 37.6120, -0.7951 37.6140, -0.7854 37.6225, -0.7848 37.6227, -0.7848 37.6227, -0.7848 37.6228, -0.7847 37.6231, -0.7836 37.6241, -0.7830 37.6246, -0.7830 37.6248, -0.7835 37.6248, -0.7835 37.6248, -0.7923 37.6275, -0.8056 37.6330, -0.8106 37.6353, -0.8342 37.6437, -0.8479 37.6417, -0.8687 37.6393, -0.8822 37.6481, -0.8909 37.6550, -0.8957 37.6567, -0.9531 37.6752, -0.9604 37.6757, -0.9609 37.6758, -0.9614 37.6761, -0.9643 37.6765, -0.9650 37.6766, -0.9704 37.6784, -0.9709 37.6777, -0.9712 37.6771, -0.9722 37.6757, -0.9745 37.6727, -0.9751 37.6720, -0.9753 37.6717, -0.9756 37.6713, -0.9757 37.6712, -0.9759 37.6709, -0.9769 37.6697, -0.9781 37.6682, -0.9791 37.6670, -0.9820 37.6631, -0.9823 37.6627, -0.9823 37.6624, -0.9822 37.6620, -0.9819 37.6591, -0.9821 37.6586, -1.0048 37.6723, -1.0184 37.6877, -1.0263 37.7161, -1.0549 37.7472, -1.0670 37.7632, -1.0679 37.7658, -1.0687 37.7675, -1.0688 37.7677, -1.0698 37.7722, -1.0700 37.7723, -1.0705 37.7722, -1.0719 37.7718, -1.0728 37.7715, -1.0731 37.7714, -1.0724 37.7714)"
Murcia - Songonera la Seca - Murcia - Covera,14,5,"LINESTRING(-1.1257 37.9768, -1.1254 37.9772, -1.1251 37.9770, -1.1247 37.9767, -1.1241 37.9763, -1.1236 37.9754, -1.1231 37.9736, -1.1220 37.9736, -1.1217 37.9735, -1.1213 37.9735, -1.1207 37.9734, -1.1202 37.9734, -1.1194 37.9733, -1.1185 37.9732, -1.1172 37.9731, -1.1171 37.9728, -1.1162 37.9704, -1.1155 37.9704, -1.1149 37.9704, -1.1136 37.9703, -1.1134 37.9703, -1.1122 37.9702, -1.1113 37.9689, -1.1113 37.9689, -1.1122 37.9702, -1.1113 37.9703, -1.1113 37.9715, -1.1105 37.9718, -1.1109 37.9724, -1.1110 37.9726, -1.1114 37.9734, -1.1116 37.9738, -1.1124 37.9751, -1.1124 37.9752, -1.1125 37.9755, -1.1124 37.9759, -1.1100 37.9765, -1.1093 37.9768, -1.1068 37.9797, -1.1067 37.9798, -1.1067 37.9799, -1.1068 37.9800, -1.1068 37.9822, -1.1071 37.9829, -1.1078 37.9844, -1.1088 37.9862, -1.1089 37.9864, -1.1108 37.9898, -1.1106 37.9899, -1.1104 37.9901, -1.1088 37.9909, -1.1080 37.9913, -1.1072 37.9916, -1.1068 37.9918, -1.1065 37.9919, -1.1063 37.9921, -1.1054 37.9924, -1.1053 37.9924, -1.1053 37.9925, -1.1046 37.9927, -1.1041 37.9928, -1.1038 37.9929, -1.1032 37.9932, -1.1026 37.9934, -1.1020 37.9936, -1.1018 37.9937, -1.1013 37.9939, -1.1007 37.9941, -1.1004 37.9942, -1.1000 37.9943, -1.0998 37.9944, -1.0997 37.9944, -1.0990 37.9946, -1.0983 37.9949, -1.0981 37.9950, -1.0979 37.9952, -1.0973 37.9956, -1.0969 37.9958, -1.0966 37.9959, -1.0965 37.9959, -1.0961 37.9961, -1.0952 37.9965, -1.0946 37.9967, -1.0937 37.9969, -1.0937 37.9969, -1.0930 37.9971, -1.0915 37.9976, -1.0909 37.9978, -1.0907 37.9978, -1.0892 37.9983, -1.0882 37.9985, -1.0873 37.9988, -1.0867 37.9990, -1.0863 37.9992, -1.0859 37.9981, -1.0858 37.9977, -1.0856 37.9974, -1.0853 37.9964, -1.0850 37.9959, -1.0850 37.9959, -1.0820 37.9953, -1.0802 37.9941, -1.0790 37.9933, -1.0790 37.9930, -1.0789 37.9930, -1.0789 37.9928, -1.0792 37.9919, -1.0780 37.9903, -1.0771 37.9885, -1.0768 37.9877, -1.0766 37.9874, -1.0765 37.9872, -1.0764 37.9870, -1.0763 37.9867, -1.0759 37.9859, -1.0757 37.9855, -1.0757 37.9854, -1.0754 37.9847, -1.0753 37.9846, -1.0744 37.9825, -1.0745 37.9824, -1.0747 37.9823, -1.0747 37.9821, -1.0744 37.9816, -1.0733 37.9798, -1.0732 37.9797, -1.0731 37.9794, -1.0731 37.9793, -1.0730 37.9790, -1.0729 37.9788, -1.0727 37.9783, -1.0725 37.9776, -1.0724 37.9775, -1.0723 37.9772, -1.0722 37.9769, -1.0721 37.9767, -1.0720 37.9765, -1.0719 37.9763, -1.0719 37.9762, -1.0718 37.9760, -1.0717 37.9758, -1.0716 37.9756, -1.0716 37.9754, -1.0716 37.9753, -1.0709 37.9733, -1.0708 37.9731, -1.0703 37.9724, -1.0699 37.9718, -1.0697 37.9716, -1.0694 37.9712, -1.0688 37.9703, -1.0685 37.9701, -1.0695 37.9680, -1.0683 37.9666, -1.0684 37.9631, -1.0693 37.9619, -1.0696 37.9613, -1.0719 37.9601, -1.0719 37.9596, -1.0693 37.9578, -1.0684 37.9531, -1.0632 37.9491, -1.0630 37.9490, -1.0612 37.9466, -1.0546 37.9428, -1.0527 37.9420, -1.0525 37.9419, -1.0507 37.9409, -1.0540 37.9391, -1.0542 37.9382, -1.0533 37.9367, -1.0512 37.9315, -1.0532 37.9261, -1.0528 37.9249, -1.0522 37.9233, -1.0506 37.9198, -1.0492 37.9124, -1.0480 37.9114, -1.0525 37.9061, -1.0524 37.9058, -1.0523 37.9057, -1.0485 37.8959, -1.0498 37.8955, -1.0522 37.8953, -1.0546 37.8951, -1.0599 37.8937)"
Murcia - Songonera la Seca - Murcia - Covera,66,2,"LINESTRING(-1.1832 37.9544, -1.1848 37.9553, -1.1850 37.9554, -1.1850 37.9556, -1.1807 37.9580, -1.1803 37.9582, -1.1795 37.9584, -1.1770 37.9591, -1.1769 37.9591, -1.1751 37.9603, -1.1716 37.9617, -1.1705 37.9623, -1.1700 37.9625, -1.1693 37.9628, -1.1687 37.9629, -1.1678 37.9643, -1.1672 37.9648, -1.1655 37.9648, -1.1649 37.9648, -1.1644 37.9649, -1.1620 37.9660, -1.1608 37.9665, -1.1602 37.9667, -1.1580 37.9678, -1.1578 37.9678, -1.1561 37.9678, -1.1553 37.9679, -1.1552 37.9680, -1.1530 37.9690, -1.1527 37.9690, -1.1507 37.9702, -1.1503 37.9705, -1.1483 37.9717, -1.1481 37.9725, -1.1481 37.9726, -1.1466 37.9736, -1.1451 37.9745, -1.1437 37.9751, -1.1434 37.9753, -1.1433 37.9753, -1.1411 37.9755, -1.1395 37.9757, -1.1392 37.9757, -1.1380 37.9758, -1.1372 37.9759, -1.1369 37.9759, -1.1362 37.9760, -1.1353 37.9761, -1.1351 37.9764, -1.1351 37.9764, -1.1352 37.9766, -1.1378 37.9801, -1.1445 37.9894, -1.1502 37.9968, -1.1487 38.0019, -1.1482 38.0019, -1.1478 38.0018, -1.1471 38.0013, -1.1476 38.0009, -1.1482 38.0005, -1.1482 38.0004, -1.1479 37.9995, -1.1479 37.9995, -1.1476 37.9996, -1.1480 38.0006, -1.1476 38.0009, -1.1470 38.0013, -1.1434 37.9993, -1.1431 37.9992, -1.1429 37.9988, -1.1429 37.9977, -1.1428 37.9969, -1.1428 37.9968, -1.1427 37.9965, -1.1427 37.9962, -1.1427 37.9961, -1.1426 37.9958, -1.1425 37.9953, -1.1424 37.9951, -1.1422 37.9948, -1.1422 37.9946, -1.1420 37.9942, -1.1419 37.9938, -1.1418 37.9936, -1.1417 37.9930, -1.1421 37.9928, -1.1436 37.9918, -1.1369 37.9782, -1.1375 37.9729, -1.1378 37.9682, -1.1452 37.9491, -1.1519 37.9384, -1.1595 37.9211, -1.1397 37.8867, -1.1332 37.8811, -1.1253 37.8711, -1.1210 37.8653, -1.1161 37.8666, -1.1144 37.8657, -1.1155 37.8662, -1.1179 37.8663)"
Murcia - Covera - Murcia - Songonera la Seca,19,2,"LINESTRING(-1.1144 37.8657, -1.1129 37.8647, -1.1063 37.8651, -1.1018 37.8659, -1.1014 37.8659, -1.1016 37.8661, -1.1019 37.8662, -1.1038 37.8686, -1.1037 37.8690, -1.1038 37.8690, -1.1039 37.8691, -1.1040 37.8688, -1.1040 37.8688, -1.1184 37.8664, -1.1332 37.8814, -1.1627 37.9096, -1.1612 37.9202, -1.1542 37.9323, -1.1463 37.9477, -1.1359 37.9644, -1.1371 37.9671, -1.1363 37.9763, -1.1378 37.9801, -1.1445 37.9894, -1.1502 37.9968, -1.1531 37.9992, -1.1665 38.0060, -1.1664 38.0161, -1.1640 38.0260, -1.1586 38.0286, -1.1571 38.0291, -1.1549 38.0289, -1.1901 38.0604, -1.1998 38.0707, -1.2012 38.0737, -1.2003 38.0738, -1.1999 38.0739, -1.1999 38.0741, -1.1984 38.0768, -1.1971 38.0786, -1.1971 38.0787, -1.1891 38.0875, -1.1889 38.0877, -1.1814 38.0910, -1.1790 38.0952, -1.1789 38.0954, -1.1793 38.0954, -1.1799 38.0952, -1.1830 38.0953, -1.1830 38.0962, -1.1829 38.0970, -1.1829 38.0970, -1.1799 38.0969, -1.1796 38.0961, -1.1795 38.0957, -1.1793 38.0954, -1.1793 38.0953, -1.1790 38.0952, -1.1789 38.0954, -1.1760 38.0966, -1.1731 38.0989, -1.1725 38.0990, -1.1722 38.0990, -1.1709 38.0989, -1.1691 38.0983, -1.1687 38.0981, -1.1683 38.0978, -1.1679 38.0974, -1.1676 38.0969, -1.1672 38.0965, -1.1669 38.0961, -1.1666 38.0957, -1.1662 38.0953, -1.1659 38.0948, -1.1656 38.0944, -1.1652 38.0940, -1.1649 38.0936, -1.1646 38.0932, -1.1642 38.0927, -1.1639 38.0923, -1.1634 38.0917, -1.1630 38.0912, -1.1629 38.0911, -1.1625 38.0906, -1.1622 38.0903, -1.1618 38.0897, -1.1613 38.0891, -1.1613 38.0890, -1.1611 38.0890, -1.1611 38.0890, -1.1586 38.0893, -1.1563 38.0870, -1.1532 38.0838, -1.1530 38.0837, -1.1528 38.0835, -1.1524 38.0830, -1.1521 38.0826, -1.1518 38.0821, -1.1512 38.0812, -1.1510 38.0808, -1.1505 38.0800, -1.1505 38.0772, -1.1512 38.0766, -1.1515 38.0765, -1.1522 38.0761, -1.1532 38.0743, -1.1537 38.0731, -1.1539 38.0730, -1.1537 38.0728, -1.1536 38.0725, -1.1536 38.0721, -1.1542 38.0652, -1.1543 38.0651, -1.1614 38.0574, -1.1615 38.0572, -1.1632 38.0534, -1.1648 38.0410, -1.1647 38.0403, -1.1643 38.0406, -1.1601 38.0406, -1.1525 38.0371, -1.1494 38.0347, -1.1487 38.0338, -1.1486 38.0338, -1.1452 38.0303, -1.1449 38.0301, -1.1447 38.0299, -1.1440 38.0290, -1.1438 38.0285, -1.1436 38.0285, -1.1434 38.0288, -1.1423 38.0292, -1.1458 38.0354)"
Murcia - Covera - Murcia - Songonera la Seca,23,2,"LINESTRING(-1.0851 37.8789, -1.0851 37.8789, -1.0851 37.8789, -1.0866 37.8784, -1.0867 37.8784, -1.0869 37.8783, -1.0868 37.8781, -1.0868 37.8777, -1.0866 37.8768, -1.0863 37.8765, -1.0861 37.8763, -1.0854 37.8755, -1.0850 37.8751, -1.0838 37.8733, -1.0836 37.8726, -1.0830 37.8713, -1.0788 37.8674, -1.0824 37.8644, -1.0862 37.8618, -1.0863 37.8616, -1.1015 37.8678, -1.1184 37.8664, -1.1332 37.8814, -1.1627 37.9096, -1.1612 37.9202, -1.1542 37.9323, -1.1523 37.9360, -1.1525 37.9362, -1.1528 37.9360, -1.1530 37.9358, -1.1535 37.9357, -1.1542 37.9354, -1.1540 37.9353, -1.1539 37.9351, -1.1543 37.9323)"
Murcia - Songonera la Seca - Murcia - Covera,48,2,"LINESTRING(-1.1757 37.9366, -1.1763 37.9364, -1.1760 37.9353, -1.1739 37.9367, -1.1735 37.9370, -1.1729 37.9374, -1.1728 37.9371, -1.1728 37.9370, -1.1697 37.9285, -1.1696 37.9282, -1.1689 37.9268, -1.1688 37.9265, -1.1673 37.9238, -1.1694 37.9228, -1.1699 37.9226, -1.1694 37.9226, -1.1397 37.8867, -1.1332 37.8811, -1.1253 37.8711, -1.1210 37.8653, -1.1161 37.8666, -1.1144 37.8657, -1.1155 37.8662, -1.1158 37.8662, -1.1161 37.8669, -1.1166 37.8668, -1.1204 37.8661, -1.1204 37.8661, -1.1166 37.8668, -1.1161 37.8669, -1.1158 37.8662, -1.1155 37.8662, -1.1144 37.8657, -1.1129 37.8647, -1.1063 37.8651, -1.1018 37.8659, -1.1014 37.8659, -1.0988 37.8665, -1.0807 37.8590, -1.0710 37.8547, -1.0486 37.8467, -1.0257 37.8354, -0.9977 37.8250, -0.9678 37.8179, -0.9663 37.8158, -0.9663 37.8157, -0.9667 37.8155, -0.9682 37.8151, -0.9683 37.8152, -0.9685 37.8153, -0.9687 37.8151, -0.9686 37.8150, -0.9737 37.8134, -0.9773 37.8112, -0.9779 37.8110, -0.9823 37.8098, -0.9827 37.8098, -0.9827 37.8096, -0.9863 37.8081, -0.9905 37.8067, -0.9916 37.8061, -0.9932 37.8053, -0.9934 37.8052, -0.9937 37.8051, -0.9940 37.8050, -0.9944 37.8050, -0.9957 37.8048, -0.9962 37.8047, -0.9967 37.8046, -0.9970 37.8046, -0.9975 37.8045, -0.9979 37.8044, -0.9983 37.8044, -0.9988 37.8043, -0.9990 37.8043, -0.9993 37.8042, -0.9997 37.8042, -1.0002 37.8041, -1.0006 37.8040, -1.0011 37.8039, -1.0017 37.8038)"
